cap,nom_cap,art,texto
Capitulo 12,consejo de seguridad nacional,artículo 106,"Habrá un Consejo de Seguridad Nacional encargado de asesorar al Presidente de la República en las materias vinculadas a la seguridad nacional y de ejercer las demás funciones que esta Constitución le encomienda. SerÃ¡ presidido por el Jefe del Estado y estarÃ¡ integrado por los Presidentes del Senado, de la CÃ¡mara de Diputados y de la Corte Suprema , por los Comandantes en Jefe de las Fuerzas Armadas, por el General Director de Carabineros y por el Contralor General de la República. En los casos que el Presidente de la RepÃºblica lo determine, podrÃ¡n estar presentes en sus sesiones los ministros encargados del gobierno interior, de la defensa nacional, de la seguridad pÃºblica, de las relaciones exteriores y de la economÃ­a y finanzas del paÃ­s."
Capitulo 12,consejo de seguridad nacional,artículo 107,"El Consejo de Seguridad Nacional se reunirá cuando sea convocado por el Presidente de la República y requerirá como quórum para sesionar el de la mayorÃ­a absoluta de sus integrantes. El Consejo no adoptarÃ¡ acuerdos sino para dictar el reglamento a que se refiere el inciso final de la presente disposiciÃ³n. En sus sesiones, cualquiera de sus integrantes podrÃ¡ expresar su opiniÃ³n frente a algún hecho, acto o materia que diga relaciÃ³n con las bases de la institucionalidad o la seguridad nacional. Las actas del Consejo serÃ¡n pÃºblicas, a menos que la mayorÃ­a de sus miembros determine lo contrario. Un reglamento dictado por el propio Consejo establecerÃ¡ las demÃ¡s disposiciones concernientes a su organizaciÃ³n, funcionamiento y publicidad de sus debates."
Capitulo 13,banco central,artículo 108,"Existirá un organismo autónomo, con patrimonio propio, de carácter tÃ©cnico, denominado Banco Central, cuya composición, organizaciÃ³n, funciones y atribuciones determinarÃ¡ una ley orgÃ¡nica constitucional."
Capitulo 13,banco central,artículo 109,"El Banco Central sólo podrá efectuar operaciones con instituciones financieras, sean públicas o privadas. De manera alguna podrá otorgar a ellas su garantÃ­a, ni adquirir documentos emitidos por el Estado, sus organismos o empresas. NingÃºn gasto pÃºblico o prÃ©stamo podrÃ¡ financiarse con crÃ©ditos directos o indirectos del Banco Central. Con todo, en caso de guerra exterior o de peligro de ella, que calificarÃ¡ el Consejo de Seguridad Nacional, el Banco Central podrÃ¡ obtener, otorgar o financiar crÃ©ditos al Estado y entidades pÃºblicas o privadas. El Banco Central no podrÃ¡ adoptar ningÃºn acuerdo que signifique de una manera directa o indirecta establecer normas o requisitos diferentes o discriminatorios en relación a personas, instituciones o entidades que realicen operaciones de la misma naturaleza."
Capitulo 14,gobierno y administracion interior del estado,artículo 110,"Para el gobierno y administración interior del Estado, el territorio de la República se divide en regiones y éstas en provincias. Para los efectos de la administración local, las provincias se dividirán en comunas.La creación, supresión y denominación de regiones, provincias y comunas; la modificación de sus límites, así como la fijación de las capitales de las regiones y provincias, serán materia de ley orgánica constitucional."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"La administración superior de cada región reside en un gobierno regional, que tendrá por objeto el desarrollo social, cultural y económico de la región."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"El gobierno regional estará constituido por un gobernador regional y el consejo regional. Para el ejercicio de sus funciones, el gobierno regional gozará de personalidad jurídica de derecho público y tendrá patrimonio propio."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"El gobernador regional será el órgano ejecutivo del gobierno regional, correspondiéndole presidir el consejo y ejercer las funciones y atribuciones que la ley orgánica constitucional determine, en coordinación con los demás órganos y servicios públicos creados para el cumplimiento de la función administrativa. Asimismo, le corresponderá la coordinación, supervigilancia o fiscalización de los servicios públicos que dependan o se relacionen con el gobierno regional."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"El gobernador regional será elegido por sufragio universal en votación directa. Será electo el candidato a gobernador regional que obtuviere la mayoría de los sufragios válidamente emitidos y siempre que dicha mayoría sea equivalente, al menos, al cuarenta por ciento de los votos válidamente emitidos, en conformidad a lo que disponga la ley orgánica constitucional respectiva. Durará en el ejercicio de sus funciones por el término de cuatro años, pudiendo ser reelegido consecutivamente sólo para el período siguiente."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"Si a la elección del gobernador regional se presentaren más de dos candidatos y ninguno de ellos obtuviere al menos cuarenta por ciento de los sufragios válidamente emitidos, se procederá a una segunda votación que se circunscribirá a los candidatos que hayan obtenido las dos más altas mayorías relativas y en ella resultará electo aquel de los candidatos que obtenga el mayor número de sufragios. Esta nueva votación se verificará en la forma que determine la ley."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"Para los efectos de lo dispuesto en los dos incisos precedentes, los votos en blanco y los nulos se considerarán como no emitidos."
Capitulo 14,gobierno y administracion interior del estado,artículo 111,"La ley orgánica constitucional respectiva establecerá las causales de inhabilidad, incompatibilidad, subrogación, cesación y vacancia del cargo de gobernador regional, sin perjuicio de lo dispuesto en los artículos 124 y 125."
Capitulo 14,gobierno y administracion interior del estado,artículo 112,"(artículo derogado. Ley N° 20.990, numeral 6, del artículo único)"
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"El consejo regional será un órgano de carácter normativo, resolutivo y fiscalizador, dentro del ámbito propio de competencia del gobierno regional, encargado de hacer efectiva la participación de la ciudadanía regional y ejercer las atribuciones que la ley orgánica constitucional respectiva le encomiende."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"El consejo regional estará integrado por consejeros elegidos por sufragio universal en votación directa, de conformidad con la ley orgánica constitucional respectiva. Durarán cuatro años en sus cargos y podrán ser reelegidos. La misma ley establecerá la organización del consejo regional, determinará el número de consejeros que lo integrarán y su forma de reemplazo, cuidando siempre que tanto la población como el territorio de la región estén equitativamente representados."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"El consejo regional podrá fiscalizar los actos del gobierno regional. Para ejercer esta atribución el consejo regional, con el voto conforme de un tercio de los consejeros regionales presentes, podrá adoptar acuerdos o sugerir observaciones que se transmitirán por escrito al gobernador regional, quien deberá dar respuesta fundada dentro de treinta días."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,Las demás atribuciones fiscalizadoras del consejo regional y su ejercicio serán determinadas por la ley orgánica constitucional respectiva.
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"Sin perjuicio de lo anterior, cualquier consejero regional podrá requerir del gobernador regional o delegado presidencial regional la información necesaria al efecto, quienes deberán contestar fundadamente dentro del plazo señalado en el inciso tercero."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"Cesará en su cargo el consejero regional que durante su ejercicio perdiere alguno de los requisitos de elegibilidad o incurriere en alguna de las inhabilidades, incompatibilidades, incapacidades u otras causales de cesación que la ley orgánica constitucional establezca."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"Lo señalado en los incisos precedentes respecto del consejo regional y de los consejeros regionales será aplicable, en lo que corresponda, a los territorios especiales a que se refiere el artículo 126 bis."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,La ley orgánica constitucional determinará las funciones y atribuciones del presidente del consejo regional.
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"Corresponderá al consejo regional aprobar el proyecto de presupuesto de la respectiva región considerando, para tal efecto, los recursos asignados a ésta en la Ley de Presupuestos, sus recursos propios y los que provengan de los convenios de programación."
Capitulo 14,gobierno y administracion interior del estado,artículo 113,"Los Senadores y Diputados que representen a las circunscripciones y distritos de la región podrán, cuando lo estimen conveniente, asistir a las sesiones del consejo regional y tomar parte en sus debates, sin derecho a voto."
Capitulo 14,gobierno y administracion interior del estado,artículo 114,"La ley orgánica constitucional respectiva determinará la forma y el modo en que el Presidente de la República transferirá a uno o más gobiernos regionales, en carácter temporal o definitivo, una o más competencias de los ministerios y servicios públicos creados para el cumplimiento de la función administrativa, en materias de ordenamiento territorial, fomento de las actividades productivas y desarrollo social y cultural."
Capitulo 14,gobierno y administracion interior del estado,artículo 115,"Para el gobierno y administración interior del Estado a que se refiere el presente capítulo se observará como principio básico la búsqueda de un desarrollo territorial armónico y equitativo. Las leyes que se dicten al efecto deberán velar por el cumplimiento y aplicación de dicho principio, incorporando asimismo criterios de solidaridad entre las regiones, como al interior de ellas, en lo referente a la distribución de los recursos públicos.Sin perjuicio de los recursos que para su funcionamiento se asignen a los gobiernos regionales en la Ley de Presupuestos de la Nación y de aquellos que provengan de lo dispuesto en el Nº 20º del artículo 19, dicha ley contemplará una proporción del total de los gastos de inversión pública que determine, con la denominación de fondo nacional de desarrollo regional.La Ley de Presupuestos de la Nación contemplará, asimismo, gastos correspondientes a inversiones sectoriales de asignación regional cuya distribución entre regiones responderá a criterios de equidad y eficiencia, tomando en consideración los programas nacionales de inversión correspondientes. La asignación de tales gastos al interior de cada región corresponderá al gobierno regional.A iniciativa de los gobiernos regionales o de uno o más ministerios podrán celebrarse convenios anuales o plurianuales de programación de inversión pública entre gobiernos regionales, entre éstos y uno o más ministerios o entre gobiernos regionales y municipalidades, cuyo cumplimiento será obligatorio. La ley orgánica constitucional respectiva establecerá las normas generales que regularán la suscripción, ejecución y exigibilidad de los referidos convenios."
Capitulo 14,gobierno y administracion interior del estado,artículo 115,La ley podrá autorizar a los gobiernos regionales y a las empresas públicas para asociarse con personas naturales o jurídicas a fin de propiciar actividades e iniciativas sin fines de lucro que contribuyan al desarrollo regional. Las entidades que al efecto se constituyan se regularán por las normas comunes aplicables a los particulares.Lo dispuesto en el inciso anterior se entenderá sin perjuicio de lo establecido en el número 21º del artículo 19.
Capitulo 14,gobierno y administracion interior del estado,artículo 115 bis,"En cada región existirá una delegación presidencial regional, a cargo de un delegado presidencial regional, el que ejercerá las funciones y atribuciones del Presidente de la República en la región, en conformidad a la ley. El delegado presidencial regional será el representante natural e inmediato, en el territorio de su jurisdicción, del Presidente de la República y será nombrado y removido libremente por él. El delegado presidencial regional ejercerá sus funciones con arreglo a las leyes y a las órdenes e instrucciones del Presidente de la República."
Capitulo 14,gobierno y administracion interior del estado,artículo 115 bis,"Al delegado presidencial regional le corresponderá la coordinación, supervigilancia o fiscalización de los servicios públicos creados por ley para el cumplimiento de las funciones administrativas que operen en la región que dependan o se relacionen con el Presidente de la República a través de un Ministerio."
Capitulo 14,gobierno y administracion interior del estado,artículo 116,"En cada provincia existirá una delegación presidencial provincial, que será un órgano territorialmente desconcentrado del delegado presidencial regional, y estará a cargo de un delegado presidencial provincial, quien será nombrado y removido libremente por el Presidente de la República. En la provincia asiento de la capital regional, el delegado presidencial regional ejercerá las funciones y atribuciones del delegado presidencial provincial.Corresponde al delegado presidencial provincial ejercer, de acuerdo a las instrucciones del delegado presidencial regional, la supervigilancia de los servicios públicos existentes en la provincia. La ley determinará las atribuciones que podrá delegarle el delegado presidencial regional y las demás que le corresponden."
Capitulo 14,gobierno y administracion interior del estado,artículo 117,"Los delegados presidenciales provinciales, en los casos y forma que determine la ley, podrán designar encargados para el ejercicio de sus facultades en una o más localidades."
Capitulo 14,gobierno y administracion interior del estado,artículo 118,"La administración local de cada comuna o agrupación de comunas que determine la ley reside en una municipalidad, la que estará constituida por el alcalde, que es su máxima autoridad, y por el concejo.La ley orgánica constitucional respectiva establecerá las modalidades y formas que deberá asumir la participación de la comunidad local en las actividades municipales.Los alcaldes, en los casos y formas que determine la ley orgánica constitucional respectiva, podrán designar delegados para el ejercicio de sus facultades en una o más localidades.Las municipalidades son corporaciones autónomas de derecho público, con personalidad jurídica y patrimonio propio, cuya finalidad es satisfacer las necesidades de la comunidad local y asegurar su participación en el progreso económico, social y cultural de la comuna.Una ley orgánica constitucional determinará las funciones y atribuciones de las municipalidades. Dicha ley señalará, además, las materias de competencia municipal que el alcalde, con acuerdo del concejo o a requerimiento de los 2/3 de los concejales en ejercicio, o de la proporción de ciudadanos que establezca la ley, someterá a consulta no vinculante o a plebiscito, así como las oportunidades, forma de la convocatoria y efectos."
Capitulo 14,gobierno y administracion interior del estado,artículo 118,"Las municipalidades podrán asociarse entre ellas en conformidad a la ley orgánica constitucional respectiva, pudiendo dichas asociaciones gozar de personalidad jurídica de derecho privado. Asimismo, podrán constituir o integrar corporaciones o fundaciones de derecho privado sin fines de lucro cuyo objeto sea la promoción y difusión del arte, la cultura y el deporte, o el fomento de obras de desarrollo comunal y productivo. La participación municipal en ellas se regirá por la citada ley orgánica constitucional."
Capitulo 14,gobierno y administracion interior del estado,artículo 118," Las municipalidades podrán establecer en el ámbito de las comunas o agrupación de comunas, de conformidad con la ley orgánica constitucional respectiva, territorios denominados unidades vecinales, con el objeto de propender a un desarrollo equilibrado y a una adecuada canalización de la participación ciudadana.Los servicios públicos deberán coordinarse con el municipio cuando desarrollen su labor en el territorio comunal respectivo, en conformidad con la ley.La ley determinará la forma y el modo en que los ministerios, servicios públicos y gobiernos regionales podrán transferir competencias a las municipalidades, como asimismo el carácter provisorio o definitivo de la transferencia."
Capitulo 14,gobierno y administracion interior del estado,artículo 119,"En cada municipalidad habrá un concejo integrado por concejales elegidos por sufragio universal en conformidad a la ley orgánica constitucional de municipalidades. Durarán cuatro años en sus cargos y podrán ser reelegidos. La misma ley determinará el número de concejales y la forma de elegir al alcalde.El concejo será un órgano encargado de hacer efectiva la participación de la comunidad local, ejercerá funciones normativas, resolutivas y fiscalizadoras y otras atribuciones que se le encomienden, en la forma que determine la ley orgánica constitucional respectiva.La ley orgánica de municipalidades determinará las normas sobre organización y funcionamiento del concejo y las materias en que la consulta del alcalde al con c ejo será obligatoria y aquellas en que necesariamente se requerirá el acuerdo de éste. En todo caso, será necesario dicho acuerdo para la aprobación del plan comunal de desarrollo, del presupuesto municipal y de los proyectos de inversión respectivos."
Capitulo 14,gobierno y administracion interior del estado,artículo 120,"La ley orgánica constitucional respectiva regulará la administración transitoria de las comunas que se creen, el procedimiento de instalación de las nuevas municipalidades, de traspaso del personal municipal y de los servicios y los resguardos necesarios para cautelar el uso y disposición de los bienes que se encuentren situados en los territorios de las nuevas comunas.Asimismo, la ley orgánica constitucional de municipalidades establecerá los procedimientos que deberán observarse en caso de supresión o fusión de una o más comunas."
Capitulo 14,gobierno y administracion interior del estado,artículo 121,"Las municipalidades, para el cumplimiento de sus funciones, podrán crear o suprimir empleos y fijar remuneraciones, como también establecer los órganos o unidades que la ley orgánica constitucional respectiva permita.Estas facultades se ejercerán dentro de los límites y requisitos que, a iniciativa exclusiva del Presidente de la República , determine la ley orgánica constitucional de municipalidades."
Capitulo 14,gobierno y administracion interior del estado,artículo 122,"Las municipalidades gozarán de autonomía para la administración de sus finanzas. La Ley de Presupuestos de la Nación podrá asignarles recursos para atender sus gastos, sin perjuicio de los ingresos que directamente se les confieran por la ley o se les otorguen por los gobiernos regionales respectivos. Una ley orgánica constitucional contemplará un mecanismo de redistribución solidaria de los ingresos propios entre las municipalidades del país con la denominación de fondo común municipal. Las normas de distribución de este fondo serán materia de ley."
Capitulo 14,gobierno y administracion interior del estado,artículo 123,"La ley establecerá fórmulas de coordinación para la administración de todos o algunos de los municipios, con respecto a los problemas que les sean comunes, así como entre los municipios y los demás servicios públicos."
Capitulo 14,gobierno y administracion interior del estado,artículo 123,"Sin perjuicio de lo dispuesto en el inciso anterior, la ley orgánica constitucional respectiva regulará la administración de las áreas metropolitanas, y establecerá las condiciones y formalidades que permitan conferir dicha calidad a determinados territorios."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"Para ser elegido gobernador regional, consejero regional, alcalde o concejal y para ser designado delegado presidencial regional o delegado presidencial provincial, se requerirá ser ciudadano con derecho a sufragio, tener los demás requisitos de idoneidad que la ley señale, en su caso, y residir en la región a lo menos en los últimos dos años anteriores a su designación o elección."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"Los cargos de gobernador regional, consejero regional, alcalde, concejal, delegado presidencial regional y delegado presidencial provincial serán incompatibles entre sí."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"El cargo de gobernador regional es incompatible con todo otro empleo o comisión retribuidos con fondos del Fisco, de las municipalidades, de las entidades fiscales autónomas, semifiscales o de las empresas del Estado o en las que el Fisco tenga intervención por aportes de capital, y con toda otra función o comisión de la misma naturaleza. Se exceptúan los empleos docentes y las funciones o comisiones de igual carácter de la enseñanza superior, media y especial, dentro de los límites que fije la ley. Asimismo, el cargo de gobernador regional es incompatible con las funciones de directores o consejeros, aun cuando sean ad honorem, en las entidades fiscales autónomas, semifiscales o en las empresas estatales, o en las que el Estado tenga participación por aporte de capital."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"Por el solo hecho de su proclamación por el Tribunal Calificador de Elecciones, el gobernador regional electo cesará en todo otro cargo, empleo o comisión que desempeñe."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"Ningún gobernador regional, desde el momento de su proclamación por el Tribunal Calificador de Elecciones, puede ser nombrado para un empleo, función o comisión de los referidos en los incisos precedentes. Sin perjuicio de lo anterior, esta disposición no rige en caso de guerra exterior; pero sólo los cargos conferidos en estado de guerra son compatibles con las funciones de gobernador regional."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"Ningún gobernador regional, delegado presidencial regional o delegado presidencial provincial, desde el día de su elección o designación, según el caso, puede ser acusado o privado de su libertad, salvo el caso de delito flagrante, si el Tribunal de Alzada de la jurisdicción respectiva, en pleno, no autoriza previamente la acusación declarando haber lugar a la formación de causa. De esta resolución podrá apelarse ante la Corte Suprema."
Capitulo 14,gobierno y administracion interior del estado,artículo 124,"En caso de ser arrestado algún gobernador regional, delegado presidencial regional o delegado presidencial provincial por delito flagrante, será puesto inmediatamente a disposición del Tribunal de Alzada respectivo, con la información sumaria correspondiente. El Tribunal procederá, entonces, conforme a lo dispuesto en el inciso anterior."
Capitulo 14,gobierno y administracion interior del estado,artículo 125,"Las leyes orgánicas constitucionales respectivas establecerán las causales de cesación en los cargos de gobernador regional, de alcalde, consejero regional y concejal."
Capitulo 14,gobierno y administracion interior del estado,artículo 125,"Con todo, cesarán en sus cargos las autoridades mencionadas que hayan infringido gravemente las normas sobre transparencia, límites y control del gasto electoral, desde la fecha que lo declare por sentencia firme el Tribunal Calificador de Elecciones, a requerimiento del Consejo Directivo del Servicio Electoral. Una ley orgánica constitucional señalará los casos en que existe una infracción grave."
Capitulo 14,gobierno y administracion interior del estado,artículo 125,"Asimismo, quien perdiere el cargo de gobernador regional, de alcalde, consejero regional o concejal, de acuerdo a lo establecido en el inciso anterior, no podrá optar a ninguna función o empleo público por el término de tres años, ni podrá ser candidato a cargos de elección popular en los dos actos electorales inmediatamente siguientes a su cesación."
Capitulo 14,gobierno y administracion interior del estado,artículo 126,"La ley determinará la forma de resolver las cuestiones de competencia que pudieren suscitarse entre las autoridades nacionales, regionales, provinciales y comunales.Asimismo, establecerá el modo de dirimir las discrepancias que se produzcan entre el gobernador regional y el consejo regional, así como entre el alcalde y el concejo."
Capitulo 14,gobierno y administracion interior del estado,artículo 126 bis,Son territorios especiales los correspondientes a Isla de Pascua y al Archipiélago Juan Fernández. El Gobierno y Administración de estos territorios se regirá por los estatutos especiales que establezcan las leyes orgánicas constitucionales respectivas
Capitulo 14,gobierno y administracion interior del estado,artículo 126 bis,"Los derechos a residir, permanecer y trasladarse hacia y desde cualquier lugar de la República, garantizados en el numeral 7º del artículo 19, se ejercerán en dichos territorios en la forma que determinen las leyes especiales que regulen su ejercicio, las que deberán ser de quórum calificado."
Capitulo 15,reforma de la constitucion,artículo 127,"Los proyectos de reforma de la Constitución podrán ser iniciados por mensaje del Presidente de la República o por moción de cualquiera de los miembros del Congreso Nacional, con las limitaciones señaladas en el inciso primero del artículo 65.El proyecto de reforma necesitará para ser aprobado en cada Cámara el voto conforme de las tres quintas partes de los diputados y senadores en ejercicio. Si la reforma recayere sobre los capítulos I, III, VIII, XI, XII o XV, necesitará, en cada Cámara, la aprobación de las dos terceras partes de los diputados y senadores en ejercicio.En lo no previsto en este Capítulo, serán aplicables a la tramitación de los proyectos de reforma constitucional las normas sobre formación de la ley, debiendo respetarse siempre los quórums señalados en el inciso anterior."
Capitulo 15,reforma de la constitucion,artículo 128,El proyecto que aprueben ambas Cámaras pasará al Presidente de la República.
Capitulo 15,reforma de la constitucion,artículo 128,"Si el Presidente de la República rechazare totalmente un proyecto de reforma aprobado por ambas Cámaras y éstas insistieren en su totalidad por las dos terceras partes de los miembros en ejercicio de cada Cámara, el Presidente deberá promulgar dicho proyecto, a menos que consulte a la ciudadanía mediante plebiscito.Si el Presidente observare parcialmente un proyecto de reforma aprobado por ambas Cámaras, las observaciones se entenderán aprobadas con el voto conforme de las tres quintas o dos terceras partes de los miembros en ejercicio de cada Cámara, según corresponda de acuerdo con el artículo anterior, y se devolverá al Presidente para su promulgación.En caso de que las Cámaras no aprueben todas o algunas de las observaciones del Presidente, no habrá reforma constitucional sobre los puntos en discrepancia, a menos que ambas Cámaras insistieren por los dos tercios de sus miembros en ejercicio en la parte del proyecto aprobado por ellas. En este último caso, se devolverá al Presidente la parte del proyecto que haya sido objeto de insistencia para su promulgación, salvo que éste consulte a la ciudadanía para que se pronuncie mediante un plebiscito, respecto de las cuestiones en desacuerdo.La ley orgánica constitucional relativa al Congreso regulará en lo demás lo concerniente a los vetos de los proyectos de reforma y a su tramitación en el Congreso."
Capitulo 15,reforma de la constitucion,artículo 129,"La convocatoria a plebiscito deberá efectuarse dentro de los treinta días siguientes a aquel en que ambas Cámaras insistan en el proyecto aprobado por ellas, y se ordenará mediante decreto supremo que fijará la fecha de la votación plebiscitaria, la que se celebrará ciento veinte días después de la publicación de dicho decreto si ese día correspondiere a un domingo. Si así no fuere, ella se realizará el domingo inmediatamente siguiente. Transcurrido este plazo sin que el Presidente convoque a plebiscito, se promulgará el proyecto que hubiere aprobado el Congreso.El decreto de convocatoria contendrá, según corresponda, el proyecto aprobado por ambas Cámaras y vetado totalmente por el Presidente de la República , o las cuestiones del proyecto en las cuales el Congreso haya insistido. En este último caso, cada una de las cuestiones en desacuerdo deberá ser votada separadamente en el plebiscito.El Tribunal Calificador comunicará al Presidente de la República el resultado del plebiscito, y especificará el texto del proyecto aprobado por la ciudadanía, el que deberá ser promulgado como reforma constitucional dentro de los cinco días siguientes a dicha comunicación.Una vez promulgado el proyecto y desde la fecha de su vigencia, sus disposiciones formarán parte de la Constitución y se tendrán por incorporadas a ésta."
Disposiciones transitorias,disposiciones transitorias,1,"Mientras se dictan las disposiciones que den cumplimiento a lo prescrito en el inciso tercero del número 1º del artículo 19 de esta Constitución, continuarán rigiendo los preceptos legales actualmente en vigor."
Disposiciones transitorias,disposiciones transitorias,2,"Mientras se dicta el nuevo Código de Minería, que deberá regular, entre otras materias, la forma, condiciones y efectos de las concesiones mineras a que se refieren los incisos séptimo al décimo del número 24º del artículo 19 de esta Constitución Política, los titulares de derechos mineros seguirán regidos por la legislación que estuviere en vigor al momento en que entre en vigencia esta Constitución, en calidad de concesionarios.Los derechos mineros a que se refiere el inciso anterior subsistirán bajo el imperio del nuevo Código, pero en cuanto a sus goces y cargas y en lo tocante a su extinción, prevalecerán las disposiciones de dicho nuevo Código de Minería. Este nuevo Código deberá otorgar plazo a los concesionarios para cumplir los nuevos requisitos que se establezcan para merecer amparo legal.En el lapso que medie entre el momento en que se ponga en vigencia esta Constitución y aquél en que entre en vigor el nuevo Código de Minería, la constitución de derechos mineros con el carácter de concesión señalado en los incisos séptimo al décimo del número 24º del artículo 19 de esta Constitución, continuará regida por la legislación actual, al igual que las concesiones mismas que se otorguen."
Disposiciones transitorias,disposiciones transitorias,3,"La gran minería del cobre y las empresas consideradas como tal, nacionalizadas en virtud de lo prescrito en la disposición 17a. transitoria de la Constitución Política de 1925, continuarán rigiéndose por las normas constitucionales vigentes a la fecha de promulgación de esta Constitución."
Disposiciones transitorias,disposiciones transitorias,4,"Se entenderá que las leyes actualmente en vigor sobre materias que conforme a esta Constitución deben ser objeto de leyes orgánicas constitucionales o aprobadas con quórum calificado, cumplen estos requisitos y seguirán aplicándose en lo que no sean contrarias a la Constitución , mientras no se dicten los correspondientes cuerpos legales."
Disposiciones transitorias,disposiciones transitorias,5,"No obstante lo dispuesto en el número 6º del artículo 32, mantendrán su vigencia los preceptos legales que a la fecha de promulgación de esta Constitución hubieren reglado materias no comprendidas en el artículo 63, mientras ellas no sean expresamente derogadas por ley."
Disposiciones transitorias,disposiciones transitorias,6,"Sin perjuicio de lo dispuesto en el inciso tercero del número 20º del artículo 19, mantendrán su vigencia las disposiciones legales que hayan establecido tributos de afectación a un destino determinado, mientras no sean expresamente derogadas."
Disposiciones transitorias,disposiciones transitorias,7,"El indulto particular será siempre procedente respecto de los delitos a que se refiere el artículo 9º cometidos antes del 11 de m arzo de 1990. Una copia del Decreto respectivo se remitirá, en carácter reservado, al Senado."
Disposiciones transitorias,disposiciones transitorias,8,"Las normas del capítulo VII ""Ministerio Público"", regirán al momento de entrar en vigencia la ley orgánica constitucional del Ministerio Público. Esta ley podrá establecer fechas diferentes para la entrada en vigor de sus disposiciones, como también determinar su aplicación gradual en las diversas materias y regiones del país.El capítulo VII ""Ministerio Público"", la ley orgánica constitucional del Ministerio Público y las leyes que, complementando dichas normas, modifiquen el Código Orgánico de Tribunales y el Código de Procedimiento Penal, se aplicarán exclusivamente a los hechos acaecidos con posterioridad a la entrada en vigencia de tales disposiciones."
Disposiciones transitorias,disposiciones transitorias,9,"No obstante lo dispuesto en el artículo 87, en la quina y en cada una de las ternas que se formen para proveer por primera vez los cargos de Fiscal Nacional y de fiscales regionales, la Corte Suprema y las Cortes de Apelaciones podrán incluir, respectivamente, a un miembro activo del Poder"
Disposiciones transitorias,disposiciones transitorias,10,"Las atribuciones otorgadas a las municipalidades en el artículo 121, relativas a la modificación de la estructura orgánica, de personal y de remuneraciones, serán aplicables cuando se regulen en la ley respectiva las modalidades, requisitos y limitaciones para el ejercicio de estas nuevas competencias."
Disposiciones transitorias,disposiciones transitorias,11,"En el año siguiente a la fecha de publicación de la presente ley de reforma constitucional no podrán figurar en las nóminas para integrar la Corte Suprema quienes hayan desempeñado los cargos de Presidente de la República , diputado, senador, Ministro de Estado, intendente, gobernador o alcalde."
Disposiciones transitorias,disposiciones transitorias,12,"El mandato del Presidente de la República en ejercicio será de seis años, no pudiendo ser reelegido para el período siguiente."
Disposiciones transitorias,disposiciones transitorias,13,"El Senado estará integrado únicamente por senadores electos en conformidad con el artículo 49 de la Constitución Política de la República y la Ley Orgánica Constitucional sobre Votaciones Populares y Escrutinios actualmente vigentes.Las modificaciones a la Ley Orgánica Constitucional sobre Votaciones Populares y Escrutinios que digan relación con el número de senadores y diputados, las circunscripciones y distritos existentes, y el sistema electoral vigente, requerirán del voto conforme de las tres quintas partes de los diputados y senadores en ejercicio."
